Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782549190,38,,Aggregated,5.200000,0.000000,5400,10000,11000,11000,21000,24000,28000,28000,28000,28000,28000,119,0,2500,5564.301065043077,807.153792004101,27769.404888153076,0.0
1782549191,39,STREAM,E2E,1.300000,0.000000,10000,10000,11000,11000,11000,11000,11000,11000,11000,11000,11000,33,0,9300,9101.8413847143,7114.138841629028,11168.487787246704,0.0
1782549191,39,STREAM,TTFT,2.600000,0.000000,6100,14000,21000,21000,24000,26000,28000,28000,28000,28000,28000,56,0,2300,6005.639650991985,906.3029289245605,27769.404888153076,0.0
1782549191,39,POST,chat (headers),1.300000,0.000000,1900,2200,2300,2500,2600,3100,3100,3100,3100,3100,3100,33,0,1300,1389.8665214761752,807.153792004101,3072.424874990247,0.0
1782549191,39,,Aggregated,5.200000,0.000000,6100,10000,11000,11000,21000,24000,28000,28000,28000,28000,28000,122,0,2600,5594.608043933089,807.153792004101,27769.404888153076,0.0
1782549192,40,STREAM,E2E,1.400000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,35,0,9300,9259.07038279942,7114.138841629028,11998.140811920166,0.0
1782549192,40,STREAM,TTFT,2.600000,0.000000,6700,12000,21000,21000,24000,26000,28000,28000,28000,28000,28000,58,0,2400,6023.020353810541,906.3029289245605,27769.404888153076,0.0
1782549192,40,POST,chat (headers),1.400000,0.000000,2200,2500,2600,3100,3600,3900,3900,3900,3900,3900,3900,35,0,1300,1525.1962595053815,807.153792004101,3896.316707949154,0.0
1782549192,40,,Aggregated,5.400000,0.000000,6700,10000,11000,12000,21000,24000,26000,28000,28000,28000,28000,128,0,3100,5678.004007825621,807.153792004101,27769.404888153076,0.0
1782549193,40,STREAM,E2E,1.400000,0.000000,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,35,0,9300,9259.07038279942,7114.138841629028,11998.140811920166,0.0
1782549193,40,STREAM,TTFT,2.600000,0.000000,5400,6100,6400,6500,6700,9200,9200,9200,9200,9200,9200,59,0,2600,6031.614756180068,906.3029289245605,27769.404888153076,0.0
